TF001	0	9328	0
TF001	0	122982	0
TF001	0	82744	1
TF001	0	194741	1
TF001	0	132642	2
TF002	0	65745	0
TF002	0	188059	0
TF002	0	9328	0
TF002	0	195199	2
TF002	0	122982	0
TF003	0	188059	0
TF003	0	132642	2
TF003	0	57471	0
TF003	0	49637	0
TF003	0	141721	2
TF004	0	7800	0
TF004	0	41549	0
TF004	0	5547	0
TF004	0	59206	0
TF004	0	157061	0
TF005	0	59206	0
TF005	0	70567	0
TF005	0	196252	0
TF005	0	191881	0
TF005	0	53671	0
TF006	0	79194	0
TF006	0	59206	0
TF006	0	175375	0
TF006	0	190871	0
TF006	0	70567	0
TF007	0	7970	1
TF007	0	12001	0
TF007	0	58095	0
TF007	0	37806	0
TF007	0	168630	0
TF008	0	165281	0
TF008	0	106098	1
TF008	0	128867	0
TF008	0	124462	0
TF008	0	69949	0
TF009	0	165281	0
TF009	0	142850	0
TF009	0	195492	0
TF009	0	5669	0
TF009	0	53588	1
TF010	0	116500	1
TF010	0	4917	1
TF010	0	70952	0
TF010	0	121423	0
TF010	0	117575	0
TF011	0	108985	1
TF011	0	139464	2
TF011	0	121806	2
TF011	0	71	0
TF011	0	76614	0
TF012	0	799	0
TF012	0	71	0
TF012	0	133485	0
TF012	0	157466	0
TF012	0	36633	0
TF013	0	197559	0
TF013	0	127690	0
TF013	0	13023	0
TF013	0	46069	0
TF013	0	120556	0
TF014	0	141561	0
TF014	0	46069	0
TF014	0	178646	0
TF014	0	197559	0
TF014	0	67553	0
TF015	0	197559	0
TF015	0	180351	0
TF015	0	135876	0
TF015	0	118872	2
TF015	0	160953	0
TF016	0	113052	1
TF016	0	148960	2
TF016	0	113056	1
TF016	0	160981	2
TF016	0	157054	2
TF017	0	148960	2
TF017	0	113052	1
TF017	0	83502	2
TF017	0	72080	1
TF017	0	160981	2
TF018	0	66988	0
TF018	0	98896	1
TF018	0	120365	0
TF018	0	136866	0
TF018	0	198203	0
TF019	0	78625	0
TF019	0	78660	1
TF019	0	14530	1
TF019	0	115896	1
TF019	0	151000	0
TF020	0	78625	0
TF020	0	78660	1
TF020	0	14530	1
TF020	0	115896	1
TF020	0	151000	0
BM001	0	9328	0
BM001	0	122982	0
BM001	0	82744	1
BM001	0	194741	1
BM001	0	132642	2
BM002	0	65745	0
BM002	0	188059	0
BM002	0	9328	0
BM002	0	195199	2
BM002	0	122982	0
BM003	0	188059	0
BM003	0	132642	2
BM003	0	57471	0
BM003	0	49637	0
BM003	0	141721	2
BM004	0	7800	0
BM004	0	41549	0
BM004	0	5547	0
BM004	0	59206	0
BM004	0	157061	0
BM005	0	59206	0
BM005	0	70567	0
BM005	0	196252	0
BM005	0	191881	0
BM005	0	53671	0
BM006	0	79194	0
BM006	0	59206	0
BM006	0	175375	0
BM006	0	190871	0
BM006	0	70567	0
BM007	0	7970	1
BM007	0	12001	0
BM007	0	58095	0
BM007	0	37806	0
BM007	0	168630	0
BM008	0	165281	0
BM008	0	128867	0
BM008	0	106098	0
BM008	0	124462	0
BM008	0	69949	0
BM009	0	165281	0
BM009	0	142850	0
BM009	0	195492	0
BM009	0	5669	0
BM009	0	119933	0
BM010	0	116500	1
BM010	0	4917	1
BM010	0	70952	0
BM010	0	121423	0
BM010	0	117575	0
BM011	0	108985	1
BM011	0	7173	1
BM011	0	76614	0
BM011	0	139464	2
BM011	0	71	2
BM012	0	799	0
BM012	0	71	0
BM012	0	133485	0
BM012	0	157466	0
BM012	0	36633	0
BM013	0	197559	0
BM013	0	127690	0
BM013	0	13023	0
BM013	0	46069	0
BM013	0	120556	0
BM014	0	197559	0
BM014	0	46069	0
BM014	0	141561	0
BM014	0	127690	0
BM014	0	67553	0
BM015	0	197559	0
BM015	0	180351	0
BM015	0	135876	0
BM015	0	118872	2
BM015	0	51399	0
BM016	0	113052	1
BM016	0	148960	2
BM016	0	113056	1
BM016	0	160981	2
BM016	0	157054	2
BM017	0	148960	2
BM017	0	113052	1
BM017	0	83502	2
BM017	0	160981	2
BM017	0	72080	2
BM018	0	66988	0
BM018	0	98896	1
BM018	0	120365	0
BM018	0	136866	0
BM018	0	110317	1
BM019	0	78625	0
BM019	0	78660	1
